"offense_type","cleared","dm_offender_age","dm_offender_sex","dm_offender_race","dm_offender_hispanic_latino","dm_victim_age","dm_victim_sex","dm_victim_race","dm_victim_hispanic_latino","dm_victim_residency","injury_severity","weapon_type","relationship","arrest","biased","arrest_type"
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,white,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
rape,not_cleared,"18-24",F,unknown,no,<18,M,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,no,>42,F,white,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",M,other,no,"25-31",F,white,yes,R,major,firearm,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,>42,F,white,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
agg_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,major,unknown,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"25-31",F,white,no,N,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"25-31",F,black,no,"25-31",M,black,no,R,major,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,no,>42,F,white,no,R,minor,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,black,no,>42,F,black,no,R,minor,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"18-24",F,black,no,"18-24",M,black,no,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,white,no,R,minor,object,BF/GF,Yes,false,Taken INTO Custody
simp_assault,not_cleared,>42,M,black,no,"25-31",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,black,no,>42,F,white,no,U,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,none,object,Spouse,Yes,false,Summoned / Cited
agg_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,major,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,CL-Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",F,black,no,>42,M,black,no,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,yes,"25-31",F,white,yes,R,minor,object,CL-Spouse,No,false,No Arrest
simp_assault,not_cleared,"18-24",F,unknown,no,"18-24",F,black,no,R,none,object,BF/GF-gay,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,no,"18-24",F,white,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"18-24",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",F,white,yes,"18-24",M,white,yes,R,minor,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,white,yes,"32-42",F,white,yes,R,minor,object,CL-Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",F,black,no,"18-24",F,black,unknown,U,none,object,BF/GF-gay,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"18-24",F,white,yes,R,minor,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",F,black,no,"25-31",M,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",F,black,no,"25-31",M,black,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"18-24",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,no,>42,F,white,no,R,minor,object,Spouse,Yes,false,On View
rape,not_cleared,<18,F,white,yes,<18,M,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,No,false,No Arrest
agg_assault,not_cleared,>42,F,white,no,>42,M,white,yes,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,white,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",M,white,yes,"25-31",F,white,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,>42,F,white,no,>42,M,white,no,R,minor,object,Spouse,Yes,false,On View
intimidation,not_cleared,"32-42",M,white,yes,>42,F,white,yes,R,none,none,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,no,"32-42",F,white,no,N,minor,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,no,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,>42,M,white,no,>42,F,white,no,R,none,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,no,>42,F,white,no,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"25-31",F,white,yes,"25-31",M,white,yes,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,no,>42,F,white,no,N,minor,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"18-24",M,black,no,"32-42",F,white,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,F,white,no,>42,M,white,yes,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",F,white,no,"25-31",M,white,no,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"18-24",F,black,no,R,none,object,CL-Spouse,Yes,false,On View
other,not_cleared,"32-42",M,white,no,"32-42",F,white,no,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,>42,M,black,no,>42,F,black,no,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,CL-Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",F,black,no,>42,M,black,no,R,major,object,BF/GF,No,false,No Arrest
rape,not_cleared,"18-24",M,black,no,<18,F,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",F,white,yes,"25-31",M,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,no,>42,F,white,no,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",M,black,unknown,"18-24",F,black,unknown,R,major,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",F,white,yes,"25-31",M,white,yes,R,minor,unknown,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"32-42",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,no,"18-24",F,white,no,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,N,major,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"25-31",M,black,no,"32-42",F,black,no,R,major,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,white,yes,R,none,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",F,white,no,"18-24",M,unknown,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,>42,F,white,no,>42,M,white,no,R,minor,unknown,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,none,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"18-24",F,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"18-24",F,black,no,"18-24",F,black,no,R,minor,object,BF/GF-gay,Yes,false,On View
agg_assault,not_cleared,"25-31",M,white,yes,"18-24",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,>42,M,black,no,"32-42",F,black,no,R,none,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,black,no,"32-42",F,black,no,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"25-31",M,white,no,"25-31",F,white,no,R,none,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",F,white,yes,>42,M,white,yes,R,major,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,unknown,no,"32-42",F,black,no,N,none,object,Spouse,No,false,No Arrest
agg_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,major,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,none,object,Spouse,Yes,false,On View
other,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"18-24",F,black,no,R,minor,object,Spouse,Yes,false,Taken INTO Custody
intimidation,not_cleared,"25-31",M,black,no,"25-31",M,black,no,R,none,none,BF/GF-gay,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"25-31",F,white,yes,R,minor,object,CL-Spouse,Yes,false,On View
simp_assault,not_cleared,>42,M,white,no,"32-42",F,white,unknown,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,yes,"25-31",F,white,yes,R,minor,object,CL-Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,no,"25-31",F,white,no,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,black,no,>42,F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",F,white,yes,>42,M,white,no,R,none,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,black,no,>42,F,black,no,R,minor,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"18-24",M,black,no,"32-42",F,white,yes,R,major,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,<18,M,white,yes,<18,F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"32-42",F,black,no,"32-42",M,black,no,R,major,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"25-31",F,black,no,"25-31",M,black,no,R,minor,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",F,white,no,"32-42",M,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,white,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",F,white,no,"32-42",M,white,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",F,black,no,"18-24",M,black,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,CL-Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"25-31",M,white,no,"18-24",F,white,yes,R,minor,object,CL-Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,U,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,no,"32-42",F,white,yes,N,minor,object,CL-Spouse,No,false,No Arrest
agg_assault,not_cleared,"18-24",F,black,no,"25-31",M,black,no,R,major,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"18-24",F,white,yes,R,none,object,CL-Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,"32-42",M,black,yes,"25-31",F,black,unknown,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",F,white,yes,"32-42",M,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",F,white,no,>42,M,black,no,R,none,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,none,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"18-24",M,white,yes,"18-24",F,white,yes,R,minor,firearm,BF/GF,No,false,No Arrest
other,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,none,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,white,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"25-31",M,white,no,"25-31",F,white,no,R,none,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,major,object,CL-Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,no,"25-31",F,white,no,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
intimidation,not_cleared,>42,M,white,no,>42,F,white,no,R,none,none,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",M,white,no,"18-24",F,white,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"18-24",F,white,yes,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,>42,M,black,no,>42,F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,white,yes,>42,F,white,yes,R,none,object,Spouse,Yes,false,On View
simp_assault,not_cleared,>42,M,white,no,"25-31",F,black,no,R,none,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"25-31",M,white,no,"25-31",F,white,no,R,major,unknown,BF/GF,Yes,false,On View
agg_assault,not_cleared,>42,F,white,no,>42,M,white,no,R,minor,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,white,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,no,R,minor,object,Spouse,Yes,false,On View
other,not_cleared,<18,M,black,no,<18,F,white,yes,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,no,"32-42",F,white,yes,R,minor,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,>42,M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
agg_assault,not_cleared,>42,M,black,no,"32-42",F,black,no,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"18-24",F,black,no,N,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"18-24",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,minor,object,Spouse,Yes,false,On View
intimidation,not_cleared,"25-31",M,black,no,"25-31",F,black,yes,R,none,none,BF/GF,Yes,false,On View
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,R,none,unknown,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"32-42",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,white,yes,"25-31",F,white,yes,R,minor,object,BF/GF,Yes,false,Summoned / Cited
other,not_cleared,"32-42",M,black,no,<18,F,black,no,R,none,none,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",F,unknown,yes,"18-24",M,white,yes,R,minor,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,>42,F,black,no,>42,M,black,no,R,minor,object,BF/GF,Yes,false,On View
agg_assault,not_cleared,"25-31",M,black,no,"18-24",F,white,yes,R,major,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,minor,object,Spouse,No,false,No Arrest
other,not_cleared,>42,M,white,yes,"32-42",F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,no,"32-42",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,no,>42,F,white,no,R,none,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,black,unknown,"25-31",F,black,unknown,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"32-42",M,white,yes,"32-42",F,white,yes,R,none,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"18-24",F,white,no,"32-42",M,white,no,R,minor,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"18-24",F,white,no,R,minor,object,BF/GF,Yes,false,Summoned / Cited
other,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,>42,M,white,yes,>42,F,white,yes,R,minor,object,Spouse,Yes,false,Summoned / Cited
simp_assault,not_cleared,>42,M,black,no,"32-42",F,white,no,R,minor,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,black,no,"18-24",F,black,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"32-42",F,white,no,"32-42",M,white,no,R,none,object,BF/GF,Yes,false,Summoned / Cited
simp_assault,not_cleared,"18-24",M,white,yes,"25-31",F,white,yes,R,minor,object,Spouse,Yes,false,On View
simp_assault,not_cleared,"25-31",M,white,yes,"25-31",F,white,yes,R,minor,object,Spouse,No,false,No Arrest
simp_assault,not_cleared,"32-42",M,white,yes,>42,F,white,yes,R,minor,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"18-24",M,white,no,R,none,object,BF/GF-gay,Yes,false,Summoned / Cited
other,not_cleared,"25-31",M,black,no,"25-31",F,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"25-31",M,white,yes,"18-24",F,white,yes,R,none,object,BF/GF,Yes,false,On View
simp_assault,not_cleared,"18-24",M,black,no,<18,F,black,no,R,none,object,BF/GF,No,false,No Arrest
simp_assault,not_cleared,"18-24",M,black,no,"18-24",F,black,no,R,minor,object,BF/GF,Yes,false,Taken INTO Custody
